ZCR,energia total,dynamic_range,max_amp,min_amp,mean_amp,ff,centroid_mean,bandwidth_mean,tempo,num_onset,mean_ioi,variance_ioi,onset_density
0.4970150018576169,54269222,90.3087329864502,32767,1,20831.703703703704,2701.37,7635.67472195132,3447.1084846636645,105.46875,96,0.07369280343716433,0.0012706402110277452,13.71268656716418,5568
0.495407317155718,85463922,90.3087329864502,32767,1,20836.662673029412,775.64,2927.697102129476,3572.046183848762,126.04801829268293,93,0.07243616287094548,0.001325556640990168,13.95531631097561,5569
0.49909198888790723,122188917,90.3087329864502,32767,1,20832.012115813137,1314.91,7232.208520616266,3564.944413163697,103.359375,126,0.07337505668934241,0.0013427397382777706,13.737638449367086,5546
0.5002911812129881,99155140,90.3087329864502,32767,1,20834.43560709463,2798.07,7910.961288538826,3370.206963894836,161.4990234375,109,0.11190728143109094,0.004703872294230917,9.018709474063401,5547
0.4971534391534392,179546501,90.3087329864502,32767,1,20839.892458049886,1153.59,4220.280328351311,3533.3358737108047,166.70866935483872,125,0.12040670031453442,0.004712199796463542,8.372162956842924,5548
0.49835684684382786,65629498,90.3087329864502,32767,1,20835.661240128236,1578.74,5156.211899786658,3319.1889698042437,172.265625,123,0.08288762499535333,0.0013154675885190584,12.163416690585533,5549
0.49669619785898855,81724133,90.3087329864502,32767,1,20828.24536465749,2320.17,7574.057432865546,3350.8980797641325,97.50884433962264,61,0.13777173091458808,0.00598684261987317,7.379356127106741,5550
0.4989544946640132,69414647,90.3087329864502,32767,1,20832.98981988049,2114.5,8634.94206660504,3263.980837428589,191.40625,95,0.094979495344237,0.0022110486023428095,10.640594522106632,5551
0.4968850343505406,62437847,90.3087329864502,32767,1,20836.213114864568,1675.16,5330.731010874354,3394.9176041267883,112.34714673913044,75,0.089585095299381,0.0029454518760010837,11.313416703152365,5552
0.4978472047255116,33133590,90.3087329864502,32767,1,20830.766008790346,2248.68,6847.523133078905,3215.433456744459,103.359375,104,0.07800101270281574,0.001602887673278904,12.944815751445084,5553
0.49545839228378913,53573959,90.3087329864502,32767,1,20835.13932011551,1082.46,3908.5559625819296,3660.3563799697627,109.95678191489361,81,0.08721995464852608,0.0018365141273440605,11.608582050748753,5538
0.4946061436983865,130870364,90.3087329864502,32767,1,20832.623722488566,1043.06,4109.054570273662,3465.9955146342263,147.65625,201,0.07720634920634921,0.0015133723911333287,13.017064144736842,5539
0.49736752938723383,89218652,90.3087329864502,32767,1,20831.68493236375,986.58,3380.999791398476,3452.390801176108,117.45383522727273,104,0.08307333289302776,0.0015304923122051483,12.154426729986431,5540
0.49781734367272285,136102366,90.3087329864502,32767,1,20836.223502514862,1082.14,3620.723778782979,3555.406482690497,161.4990234375,145,0.0836079617031998,0.0019817728489266158,12.043643020732883,5533
0.49811315472691137,98631558,90.3087329864502,32767,1,20831.502169592117,1250.28,4531.876612160651,3452.424598366732,198.76802884615384,57,0.14201490119857468,0.008150033228155431,7.167255930656934,5534
0.49785875352926684,44805901,90.3087329864502,32767,1,20830.89457045585,894.34,8640.184178368894,3697.5512165504015,114.84375,68,0.10622262835482452,0.0024192219851466015,9.554700244698205,5527
0.49611805745440685,85072444,90.3087329864502,32767,1,20840.916906267175,1175.05,3349.9001265127927,3360.711285533977,132.51201923076923,114,0.0720229566752955,0.0011431262817022244,14.007333273894435,5528
0.49778289159382844,67825083,90.3087329864502,32767,1,20834.538400721318,1203.94,3701.7954656473985,3417.4148509595525,109.95678191489361,103,0.06533457827575474,0.0008111851209244066,15.455887957317074,5526
0.49839864432066033,49176157,90.3087329864502,32767,1,20838.85616717883,1109.23,5892.15702040865,3526.8738036118166,191.40625,101,0.083243537414966,0.0016284304782472256,12.13307400627615,5523
0.49497476409918806,76297030,90.3087329864502,32767,1,20835.027479091994,1815.93,8100.452572040863,3447.262753602849,97.50884433962264,109,0.0854623330813807,0.00248729975272586,11.809404481132075,5508
0.4972122548653161,73168644,90.3087329864502,32767,1,20836.762671002467,1384.92,5506.475132266607,3577.1766400281667,107.666015625,83,0.08721641502129307,0.0022100686186659344,11.605557528409092,5509
0.4957196513167296,55344444,90.3087329864502,32767,1,20835.606633933796,1244.25,7379.2185547219115,3622.2926556714847,103.359375,105,0.08037676609105181,0.0016400306091567235,12.561035156249998,5510
0.49511787473610136,76221399,90.3087329864502,32767,1,20829.88041725311,3594.42,11485.474298159264,3123.0787125372417,93.96306818181819,130,0.07091986148464553,0.0011289897898793283,14.209727950507615,5511
0.4962151690262289,95929548,90.3087329864502,32767,1,20832.350984056055,1028.73,3917.8698723882385,3525.6164283832586,178.20581896551724,76,0.13390173847316705,0.005594149835830853,7.567738439306358,5512
0.5079600630649305,268408480,90.3087329864502,32767,1,20837.677125143688,2659.44,12989.067277052336,2886.062309849654,156.60511363636363,105,0.13675213675213674,0.00857211348340899,7.382812499999999,5515
0.5019476564139576,143369400,90.3087329864502,32767,1,20834.871656011288,2894.58,11308.907041970053,3145.6445589516443,156.60511363636363,141,0.09379203109815355,0.0023859415157180745,10.738042937665783,5516
0.499485892585123,205849064,90.3087329864502,32767,1,20832.686323286598,1229.52,8520.695964712715,3376.4025868049807,103.359375,242,0.1160997732426304,0.00508964032604194,8.649021006224066,5499
0.4974759084175623,67198494,90.3087329864502,32767,1,20835.482811080685,1668.81,6838.454550104032,3324.8933792568982,132.51201923076923,109,0.09384731670445957,0.0018624326436153858,10.754268685567009,5500
0.4979926138280996,66564732,90.3087329864502,32767,1,20830.285398906897,977.85,7761.499247281602,3629.6865758367335,107.666015625,83,0.08679165975333222,0.002091654902948101,11.662354710440457,5504
0.49935621758281856,64367723,90.3087329864502,32767,1,20836.64471811713,1526.94,7512.556088976201,3565.2739457411144,101.33272058823529,82,0.10692645782592872,0.004775003303180684,9.467681802949063,5488
0.4952030018356549,56997244,90.3087329864502,32767,1,20832.18440233236,1248.28,3970.6932729507425,3434.0519592516252,198.76802884615384,107,0.07831258289479312,0.0018694353211583551,12.889805506993007,5489
0.4975517679599312,44111131,90.3087329864502,32767,1,20833.296338865217,1235.8,3744.183282334288,3415.442123584206,107.666015625,95,0.07657644618130939,0.0014750188798044101,13.197769657258064,5490
0.4976453881215786,87263195,90.3087329864502,32767,1,20833.226910831672,1151.56,4115.8689644412725,3418.3308478527565,178.20581896551724,137,0.07213552087501665,0.0011881641082914858,13.964728180473374,5492
0.49585250766973454,99543138,90.3087329864502,32767,1,20833.812053988262,1109.2,4146.99958843699,3354.854998379206,184.5703125,145,0.07506172839506171,0.001415149012303149,13.414884868421053,5482
0.49743638196019146,84951017,90.3087329864502,32767,1,20832.253620244395,1477.1,4771.59734747553,3260.0196856627335,166.70866935483872,182,0.07928139211485699,0.001261299568993198,12.682986953883495,5483
0.4989271694340819,73571293,90.3087329864502,32767,1,20832.763613976058,1387.7,8105.689732565289,3535.742622103989,99.38401442307692,110,0.08499781564001747,0.0017087137836418569,11.872944078947368,5469
0.49610690235690236,122343639,90.3087329864502,32767,1,20837.50088684464,768.62,3509.746466874026,3653.5401715766493,178.20581896551724,132,0.07985182877222136,0.0018295083304529702,12.618791620421753,5470
0.49834251160781773,83359513,90.3087329864502,32767,1,20830.86564355901,1210.26,8945.616166134709,3669.065824133569,101.33272058823529,87,0.09652481147497757,0.0024803581360915714,10.480496066433567,5471
0.4976848352509728,86689828,90.3087329864502,32767,1,20834.654847288708,1436.02,5739.059966570458,3659.1014616862913,101.33272058823529,87,0.09233981964878975,0.002300569213392731,10.955489309210526,5472
0.4958917820001564,74898100,90.3087329864502,32767,1,20833.16402533427,933.69,3456.7568782965495,3613.1330605521025,139.6748310810811,103,0.07045662709528255,0.001538896375271856,14.332277362681745,5473
