,onset_density,ZCR,energia total,dynamic_range,max_amp,min_amp,mean_amp,ff,centroid_mean,bandwidth_mean,tempo,num_onset,mean_ioi,variance_ioi,ID
0,0.4978013728013728,127333175,90.3087329864502,32767,1,20833.326869216155,1295.57,5566.717143107697,3510.192856460237,161.4990234375,150,0.0989575248443896,0.0033934617994726,10.17316683070866,1338
1,0.4976301749700764,73059890,90.3087329864502,32767,1,20834.28489026026,1196.93,4406.960034615803,3436.7544567948084,206.71875,68,0.1119409753951331,0.0081064114701869,9.066611842105264,1339
2,0.4977299219889202,551525482,90.3087329864502,32767,1,20832.898835359996,2524.62,6012.193588111269,3448.1153614189247,143.5546875,426,0.1592615712951847,0.014823304514514,6.293752680102917,5630
3,0.4964031589647353,59409632,90.3087329864502,32767,1,20830.73316612233,1279.99,4559.221270619117,3538.7585823983813,105.46875,89,0.0849639249639249,0.0020021004580064,11.90344769021739,5627
4,0.4962325882734046,55088763,90.3087329864502,32767,1,20832.581357304825,2084.03,7743.25908586382,3205.973970892869,105.46875,93,0.0750862663906142,0.0014635173452635,13.462775735294118,5628
5,0.4959972041385251,103467192,90.3087329864502,32767,1,20833.097322800088,1625.94,7198.003499390628,3364.1893384367904,166.70866935483872,147,0.0757829341782374,0.0013833589120915,13.285963732948582,5715
6,0.4973917994326157,63369844,90.3087329864502,32767,1,20833.31501997625,2200.78,7836.931690890078,3327.5291058631688,86.1328125,133,0.0870748299319728,0.0025641033407797,11.57137784090909,5716
7,0.5034311578332603,104519520,90.3087329864502,32767,1,20842.469188113264,1105.44,6939.106183337966,4176.442158439852,105.46875,64,0.1184954828492243,0.0031372577409933,8.573094867807153,3494
8,0.4973401274324685,100945585,90.3087329864502,32767,1,20837.970299526656,928.8,3717.7818212547018,3539.417277239491,172.265625,111,0.0945685425685425,0.0026684721219234,10.67047119140625,6037
9,0.496812626623455,171649605,90.3087329864502,32767,1,20836.29982535886,881.99,3553.687281532265,3625.884051832764,161.4990234375,147,0.0896194824961948,0.0027692156038565,11.234714673913045,6036
10,0.4990650619222048,32613794,90.3087329864502,32767,1,20833.57743589744,2154.47,8435.068727847389,3335.223375782109,114.84375,87,0.0749248536623952,0.0011086041945106,13.501900337837837,3705
11,0.4960611950407869,122296570,90.3087329864502,32767,1,20834.918598030843,839.55,3513.663762785725,3548.04908943956,178.20581896551724,125,0.0741540487162607,0.0014472912079596,13.594193892045457,3702
12,0.4962124173946834,84709566,90.3087329864502,32767,1,20831.72729879134,1520.74,7847.298249326352,3373.265006400393,90.66611842105264,99,0.0947753250960248,0.0026262181619833,10.658935546875,3203
13,0.4969958943173229,99811772,90.3087329864502,32767,1,20830.91183948327,1335.3,6615.82993472917,3406.059259082502,90.66611842105264,141,0.0743038548752834,0.0017634588997676,13.55438232421875,3211
14,0.5065467047033867,162171812,90.3087329864502,32767,1,20838.943926870197,1753.64,10053.833490507071,3276.6741962455194,97.50884433962264,84,0.122813976996421,0.0048886158559232,8.240496867881548,3213
15,0.5003857481689994,115858950,90.3087329864502,32767,1,20838.760950817108,1111.73,7090.601336091876,3728.097614403085,99.38401442307692,51,0.1702022675736961,0.0066134676773566,5.9928696282401095,3212
16,0.5031415343915344,104973072,90.3087329864502,32767,1,20838.80795068027,1688.68,9175.096483651392,3353.0141954529863,101.33272058823528,85,0.1129208508800345,0.0036886394150902,8.961186123011016,3201
17,0.4987501349746248,107043717,90.3087329864502,32767,1,20836.970265090164,1175.35,6675.917029634165,3814.899436417851,99.38401442307692,56,0.1517740672026385,0.0053517378975302,6.708536161335188,3202
18,0.4983518278666526,140516369,90.3087329864502,32767,1,20833.181369917893,2519.79,9434.805174780391,3207.318780156997,112.34714673913044,304,0.0766718304483509,0.0013748185524212,13.08564467766117,3020
19,0.4978824224453511,392196658,90.3087329864502,32767,1,20831.62114603185,1473.97,6490.569478915711,3345.841223373721,99.38401442307692,434,0.1022375139432216,0.0039789054182088,9.80373475609756,2930
20,0.4972194381061376,58800971,90.3087329864502,32767,1,20834.46955361734,1641.05,6914.0969997855245,3415.334109580077,178.20581896551724,109,0.0878273284622491,0.0021623392721039,11.49140338127295,2931
21,0.4998503631571072,99816895,90.3087329864502,32767,1,20839.81172040164,2218.36,9774.495491066144,3386.152089892719,156.60511363636363,159,0.0743626395705961,0.0011585898361191,13.532724493577074,2929
22,0.5225287645922566,493994621,90.3087329864502,32767,1,20849.65522704808,2127.81,18335.19111395684,1571.132566394305,156.60511363636363,82,0.1691330029954368,0.008526609648454,5.985500529661017,2936
23,0.4992004440665155,162034620,90.3087329864502,32767,1,20834.32564484127,2433.93,9645.935794908297,3349.730672206493,143.5546875,243,0.0790150109630629,0.0011818613727849,12.708119877049182,2927
24,0.4974467651643991,70118230,90.3087329864502,32767,1,20834.289903982422,1378.89,4759.914528805209,3265.55114439517,93.9630681818182,140,0.0732514396645948,0.0013631383015077,13.749821835803877,2932
25,0.4993314081109057,172357503,90.3087329864502,32767,1,20835.02313186968,2743.93,9913.274122727087,3401.1251863235098,135.99917763157896,277,0.0813960366755397,0.0016189480821569,12.330123546511627,2928
26,0.497389770723104,85625534,90.3087329864502,32767,1,20832.76448979592,1169.36,5927.4314879252615,3537.2331655923986,99.38401442307692,98,0.0922813661547092,0.0019492560565156,10.94813959143969,933
27,0.4958624142297612,100751359,90.3087329864502,32767,1,20829.497656349697,1037.37,3570.022729432215,3490.612727368313,178.20581896551724,116,0.0796545400769003,0.0023533130861821,12.66337927756654,942
28,0.4970238095238095,128512120,90.3087329864502,32767,1,20829.47050404524,1885.0,6239.385792167806,3324.977658016658,132.51201923076923,192,0.0676539516330092,0.0010044431141633,14.858490566037736,936
