nod_id,ZCR,energia total,dynamic_range,max_amp,min_amp,mean_amp,ff,centroid_mean,bandwidth_mean,tempo,num_onset,mean_ioi,variance_ioi,onset_density
0.4978013728013728,127333175,90.3087329864502,32767,1,20833.326869216155,1295.57,5566.717143107697,3510.192856460237,161.4990234375,150,0.09895752484438966,0.0033934617994726113,10.173166830708661,1338
0.49763017497007644,73059890,90.3087329864502,32767,1,20834.28489026026,1196.93,4406.960034615803,3436.7544567948084,206.71875,68,0.11194097539513316,0.008106411470186993,9.066611842105264,1339
0.49772992198892024,551525482,90.3087329864502,32767,1,20832.898835359993,2524.62,6012.193588111269,3448.1153614189247,143.5546875,426,0.15926157129518476,0.014823304514514019,6.293752680102917,5630
0.4964031589647353,59409632,90.3087329864502,32767,1,20830.73316612233,1279.99,4559.221270619117,3538.7585823983813,105.46875,89,0.08496392496392496,0.0020021004580064545,11.90344769021739,5627
0.4962325882734046,55088763,90.3087329864502,32767,1,20832.581357304825,2084.03,7743.25908586382,3205.973970892869,105.46875,93,0.0750862663906142,0.0014635173452635338,13.462775735294118,5628
0.49599720413852516,103467192,90.3087329864502,32767,1,20833.097322800088,1625.94,7198.003499390628,3364.1893384367904,166.70866935483872,147,0.07578293417823749,0.001383358912091534,13.285963732948582,5715
0.49739179943261574,63369844,90.3087329864502,32767,1,20833.315019976246,2200.78,7836.931690890078,3327.5291058631688,86.1328125,133,0.0870748299319728,0.0025641033407797277,11.57137784090909,5716
0.5034311578332603,104519520,90.3087329864502,32767,1,20842.469188113264,1105.44,6939.106183337966,4176.442158439852,105.46875,64,0.11849548284922434,0.003137257740993345,8.573094867807153,3494
0.4973401274324685,100945585,90.3087329864502,32767,1,20837.970299526656,928.8,3717.7818212547018,3539.417277239491,172.265625,111,0.09456854256854257,0.002668472121923483,10.67047119140625,6037
0.49681262662345504,171649605,90.3087329864502,32767,1,20836.29982535886,881.99,3553.687281532265,3625.884051832764,161.4990234375,147,0.08961948249619484,0.002769215603856582,11.234714673913043,6036
0.4990650619222048,32613794,90.3087329864502,32767,1,20833.577435897438,2154.47,8435.068727847389,3335.223375782109,114.84375,87,0.0749248536623952,0.0011086041945106387,13.501900337837837,3705
0.4960611950407869,122296570,90.3087329864502,32767,1,20834.918598030843,839.55,3513.663762785725,3548.04908943956,178.20581896551724,125,0.0741540487162607,0.001447291207959612,13.594193892045455,3702
0.4962124173946834,84709566,90.3087329864502,32767,1,20831.72729879134,1520.74,7847.298249326352,3373.265006400393,90.66611842105263,99,0.0947753250960248,0.0026262181619833482,10.658935546875,3203
0.4969958943173229,99811772,90.3087329864502,32767,1,20830.91183948327,1335.3,6615.82993472917,3406.059259082502,90.66611842105263,141,0.07430385487528345,0.0017634588997676617,13.55438232421875,3211
0.5065467047033867,162171812,90.3087329864502,32767,1,20838.943926870194,1753.64,10053.833490507073,3276.6741962455194,97.50884433962264,84,0.12281397699642108,0.004888615855923214,8.240496867881548,3213
0.5003857481689994,115858950,90.3087329864502,32767,1,20838.760950817108,1111.73,7090.601336091876,3728.097614403085,99.38401442307692,51,0.17020226757369616,0.006613467677356651,5.9928696282401095,3212
0.5031415343915344,104973072,90.3087329864502,32767,1,20838.80795068027,1688.68,9175.096483651392,3353.0141954529863,101.33272058823529,85,0.11292085088003458,0.0036886394150902548,8.961186123011016,3201
0.4987501349746248,107043717,90.3087329864502,32767,1,20836.970265090164,1175.35,6675.917029634165,3814.899436417851,99.38401442307692,56,0.15177406720263859,0.005351737897530278,6.708536161335188,3202
0.49835182786665266,140516369,90.3087329864502,32767,1,20833.181369917893,2519.79,9434.805174780393,3207.318780156997,112.34714673913044,304,0.07667183044835095,0.0013748185524212711,13.08564467766117,3020
0.4978824224453511,392196658,90.3087329864502,32767,1,20831.62114603185,1473.97,6490.5694789157105,3345.841223373721,99.38401442307692,434,0.10223751394322163,0.003978905418208849,9.80373475609756,2930
0.4972194381061376,58800971,90.3087329864502,32767,1,20834.46955361734,1641.05,6914.0969997855245,3415.334109580077,178.20581896551724,109,0.08782732846224911,0.0021623392721039675,11.49140338127295,2931
0.4998503631571072,99816895,90.3087329864502,32767,1,20839.81172040164,2218.36,9774.495491066144,3386.152089892719,156.60511363636363,159,0.07436263957059618,0.001158589836119121,13.532724493577074,2929
0.5225287645922566,493994621,90.3087329864502,32767,1,20849.655227048082,2127.81,18335.19111395684,1571.132566394305,156.60511363636363,82,0.16913300299543685,0.008526609648454085,5.985500529661017,2936
0.4992004440665155,162034620,90.3087329864502,32767,1,20834.32564484127,2433.93,9645.935794908297,3349.730672206493,143.5546875,243,0.07901501096306292,0.001181861372784998,12.708119877049182,2927
0.4974467651643991,70118230,90.3087329864502,32767,1,20834.289903982426,1378.89,4759.914528805209,3265.55114439517,93.96306818181819,140,0.07325143966459485,0.0013631383015077372,13.749821835803877,2932
0.4993314081109057,172357503,90.3087329864502,32767,1,20835.023131869682,2743.93,9913.274122727089,3401.1251863235098,135.99917763157896,277,0.08139603667553978,0.001618948082156991,12.330123546511627,2928
0.49738977072310403,85625534,90.3087329864502,32767,1,20832.764489795918,1169.36,5927.4314879252615,3537.2331655923986,99.38401442307692,98,0.09228136615470928,0.001949256056515637,10.94813959143969,933
0.4958624142297612,100751359,90.3087329864502,32767,1,20829.497656349697,1037.37,3570.022729432215,3490.6127273683132,178.20581896551724,116,0.07965454007690033,0.002353313086182195,12.66337927756654,942
0.49702380952380953,128512120,90.3087329864502,32767,1,20829.47050404524,1885.0,6239.385792167806,3324.977658016658,132.51201923076923,192,0.06765395163300923,0.0010044431141633412,14.858490566037736,936
0.49718105947999003,218778717,90.3087329864502,32767,1,20831.889575509653,1657.04,7572.91612640793,3431.719078063687,112.34714673913044,357,0.09199928660602816,0.002949115531125858,10.900182227047146,934
0.4949664588057445,89831488,90.3087329864502,32767,1,20834.20083144369,1015.7,3361.831497883353,3472.034858616676,151.99908088235293,142,0.06735433653366785,0.0008015220469600003,14.952150825183372,937
0.49673795627132195,289374570,90.3087329864502,32767,1,20834.17408021148,1231.39,4431.907465743449,3436.770940008555,112.34714673913044,397,0.08168029501362835,0.0017065106928203988,12.273771199748744,935
0.4967249738629581,134643389,90.3087329864502,32767,1,20832.290070244508,1499.03,5001.340072447546,3306.0124121303356,135.99917763157896,227,0.07767383059418456,0.0015461181454963337,12.931315104166668,6270
0.4984777744987502,58642021,90.3087329864502,32767,1,20834.751908772407,1323.25,6204.68418319289,3723.958057952814,97.50884433962264,81,0.11116553287981859,0.0024153807518472272,9.108038919712794,6269
0.49700265817481937,108517609,90.3087329864502,32767,1,20832.951675783177,1472.84,4884.271456521986,3299.2168079103485,151.99908088235293,194,0.07838238576950642,0.0014904331534092837,12.824071853415196,874
0.49650047609231285,135495009,90.3087329864502,32767,1,20835.36371096779,1190.44,3437.003636007612,3444.712204048708,151.99908088235293,154,0.0751233826864079,0.001742703203631632,13.398437499999998,3450
0.49698114936210175,88351663,90.3087329864502,32767,1,20832.256251861014,1677.34,4587.032908131173,3300.1876048397166,178.20581896551724,126,0.07866920634920635,0.0015568189502604354,12.813145661157025,3451
0.4954413718149982,63140417,90.3087329864502,32767,1,20834.149300943256,1054.98,6903.201170731103,3981.4776852274535,117.45383522727273,51,0.13374693877551022,0.004659690778225123,7.6263427734375,3447
0.49991659499048663,96719754,90.3087329864502,32767,1,20836.033315088487,2408.19,7870.822377750449,3497.1578470521667,198.76802884615384,64,0.13618687686714895,0.004523889120377601,7.459404600811909,3452
0.4955721027149599,145633628,90.3087329864502,32767,1,20835.208950447046,1122.05,3367.4417426532614,3469.1701956457764,123.046875,178,0.07484171823154874,0.0018259613706350752,13.437020705521471,3449
0.4971265076078741,220244087,90.3087329864502,32767,1,20832.83043416642,1208.56,3587.409153547572,3425.951485412583,126.04801829268293,295,0.07495148626343963,0.0014785467278780962,13.387344408587989,3455
0.4969101987170361,125758472,90.3087329864502,32767,1,20829.08620287666,974.18,3105.165491822817,3455.3591457370094,109.95678191489361,166,0.06614168899883185,0.0008568238642681799,15.210688164893618,3448
0.4980541344177708,206722807,90.3087329864502,32767,1,20836.046366126142,2245.03,6268.186607012333,3255.6002869398585,103.359375,211,0.11886405355793112,0.007639534022530882,8.453034156976743,6048
0.4972376829519687,137265118,90.3087329864502,32767,1,20834.620016491444,1631.12,5003.493972315887,3354.314578838702,129.19921875,221,0.0796866625438054,0.0016848389693764686,12.606193087748345,6046
0.49938903976171056,82925674,90.3087329864502,32767,1,20829.071692972313,1087.78,5841.2840621918995,3902.581318416318,198.76802884615384,66,0.11592115820687249,0.0033904945985657672,8.75926906779661,6049
0.4984723561625587,46353769,90.3087329864502,32767,1,20835.21845162075,2257.28,8458.668317004607,3240.6548326629277,103.359375,96,0.0813920515574651,0.0015962010662628572,12.41554054054054,911
0.4949273536575124,56332348,90.3087329864502,32767,1,20832.293670389965,1236.54,3675.613546255479,3406.2927646010867,143.5546875,109,0.07417485512723608,0.0012651270830925066,13.606487771739129,910
0.49484571094182683,76132063,90.3087329864502,32767,1,20833.662019185555,1085.06,3431.349588394337,3533.989007625817,105.46875,117,0.07426382047071703,0.0010943200544103698,13.581589033018867,909
0.49714621651129587,36937729,90.3087329864502,32767,1,20829.978409339044,3169.29,10786.434811553409,2966.8000700744965,109.95678191489361,89,0.07533292104720676,0.0014581823434195534,13.425254487740805,914
0.4959717573096258,57240782,90.3087329864502,32767,1,20835.077445440256,1255.8,4071.5772215653315,3277.225300213964,117.45383522727273,105,0.07222745508459795,0.0008578880479007563,13.978277144513138,912
0.4976884567307994,107231989,90.3087329864502,32767,1,20832.309782915938,1560.98,4785.253089616075,3267.3858429798493,156.60511363636363,203,0.07121169259783122,0.0012020412838398573,14.112155720338983,907
0.49615435656875134,150036089,90.3087329864502,32767,1,20835.388771759764,1522.09,4941.634590422287,3356.2030126340787,129.19921875,265,0.07423349137634853,0.0011534024585668349,13.522035137736967,6404
0.496036470143613,117963368,90.3087329864502,32767,1,20830.952574640967,1021.96,3632.1585556363093,3553.108995387513,93.96306818181819,79,0.12086284086284088,0.0066373993939350725,8.379916487068964,2694
0.49623524623524623,193425418,90.3087329864502,32767,1,20834.21983545555,874.67,3460.058716880136,3541.425586815692,147.65625,198,0.07855888209767832,0.0016539397378537775,12.793921136534134,2693
0.495439719401718,77500996,90.3087329864502,32767,1,20834.302598214985,1161.46,3813.9033713274757,3407.6739757085033,101.33272058823529,121,0.06724111866969011,0.001096070784406816,14.995784622302157,3574
0.49712112187424895,67142169,90.3087329864502,32767,1,20830.30699760703,2242.38,7753.631613092106,3209.2023735198945,97.50884433962264,121,0.07159486016628873,0.0011060397445280307,14.083878800675675,3570
0.498348631960323,105569088,90.3087329864502,32767,1,20835.03989635752,3371.35,11268.077561784788,3140.146056089053,156.60511363636363,154,0.09363864064144177,0.0029507429546179304,10.749151641004861,3565
0.4957907815050672,112828200,90.3087329864502,32767,1,20835.394489108774,1056.39,3949.714540854093,3454.480356967102,161.4990234375,119,0.10271878242822552,0.004106864200579653,9.817820581896552,3564
